text_id,text_en,label
"etle ga optimal , soalnya banyak bener stnk yang ga sesuai alamat pengendara , tapi really good move . mantap","Etle is not optimal, because there are a lot of STNK that does not match the driver's address, but really good move. Excellent",1
diskominfo makassar dan dirlantas polda sulsel kolaborasi terapkan tilangelektronik,Diskominfo Makassar and South Sulawesi Regional Police Dirlantas Collaboration Apply Ticilale Electronics,0
komisioner kompolnas sambut baik dan apresiasi kebijakan kapolri terkait etle,Commissioner Kompolnas welcomes and appreciate the policy of the National Police Chief Regarding Etle,0
"usai tilang manual dihapus , sejumlah pengendara sudah menerima surat tilang elektronik atau etle .","After the manual ticket was deleted, a number of motorists had received an electronic ticket or etle.",0
yuk mengenal lebih dekat apa itu etle dan bagaimana mekanismenya,Let's get to know what Ethle is and how the mechanism,0
"tilang elektronik mobile mulai keliling di jakarta hari ini , awas dijepret","Mobile electronic ticketing starts around in Jakarta today, watch out for being taken",0
gersamaj thay . etle me to majak ma j lakhelu,GERSAMAJ Thay. ETLE ME TO MAJUNG MA J LAKHELU,0
kena tilang elektronik begini cara konfirmasi tilang online,hit by an electronic ticket like this how to confirm the ticket online,0
patuhi aturan lalu lintas kamera etle mobile siap menjepret pelanggaran anda,Comply with the ethle mobile camera traffic rules ready to take your violation,1
"ribuan pengendara kena tilang etle , dalam pelaksanaan oprasi zebra candi dilaksanakanserentak","Thousands of motorists were hit by a ticket ethle, in the implementation of the zebra temple operation carried out",0
"fenomena copot plat nomor hindari etle , polda metro jaya bakal tilang manual hingga sitakendaraan","The phenomenon of removing the number plate is to avoid ETLE, Polda Metro Jaya will be a manual ticket to the situation",0
"segera laksanakan bpk banyak terjadi fenomena masyarakat yang nakal , mengakali tilang elektronik dengan mengganti pelat nomor kendaraan . juga banyak kendaraan bermotor yg mati platnya .","Immediately carry out the BPK a lot of phenomena of naughty people, outsmarting electronic tickets by replacing vehicle number plates. Also many motorized vehicles have died of plates.",1
"selasa , desember bertempat di aula vidcon kejaksaan negeri minahasa utara kepala sub bagian pembinaan ibu anita olivia kulla , s . h bersama staff pembinaan dan staff pidum mengikuti zoom pelatihan fitur baru sistem aplikasi etilang kejaksaan tahun .","Tuesday, December at the Vidcon Hall of the North Minahasa District Attorney's Office, Head of the Subdivision of Ms. Anita Olivia Kulla, S. H together with the Development Staff and Pidum Staff followed the New Prosecutors' Application System Training Zoom for the Prosecutor's Office.",1
sekarang kan semua plat putih . biar gampang deteksinya di etilang,Now all the white plates. so that the detection is easy to detect in Etilang,1
data gar lantas tilang etle tol trans sumatera kendaraan tercapture melebihi batas kecepatan pada tol bakter km jalur a dan b .,Data GAR Then the Trans Sumatra Toll Etle Ticket Vehicle is captured exceeding the speed limit on the KM Bacterial Toll Road A and B.,0
"enggak ada tilang manual , begini cara mengurus tilang elektronik","There is no manual ticket, this is how to take care of electronic tickets",0
jumlah dakgar lantas selama x jam yang tercapture oleh kamera etle,the amount of dakgar then during the x hour which is captured by the Etle camera,0
game tm dham paada kari le . aa vakhte nai etle nai j .,TM DHAM GAME PAADA KARI LE. AA VAKHTE NAI ETLE NAI J.,-1
"selain itu , mereka juga nekat lantaran sudah memperhitungkan soal kamera etle tersebut . adanya pengambilan lokasi yang berdekatan dengan etle , mereka sudah memperhitungkan jangkauan etle relatif terbatas , beber budi saat dihubungi detikoto .","In addition, they are also desperate because they have calculated the matter of the Etle camera. The existence of a location adjacent to Etle, they have taken into account the relatively limited reach of Etle, explained Budi when contacted by detikOto.",-1
polda jateng mulai uji coba drone untuk tilang elektronik,Central Java Regional Police Start Drone Test for Electronic Tickets,0
polisi pakai teknologi pengenal identitas wajah di etle,Police Use Facial Identity Identification Technology in Etle,0
wakil sekjen masyarakat transportasi indonesia mti deddy herlambang menilai perlunya pemasangan kamera etle di area yang rawan kecelakaan .,Deputy Secretary General of the Indonesian Transportation Community MTI Deddy Herlambang assessed the need for installation of Etle cameras in areas prone to accidents.,1
inilah pelanggaran lalu lintas yang sering terekam etle jakarta insider,This is a traffic violation that is often recorded Etle Jakarta Insider,0
"bea balik nama tinggi , warga tak urus , tilang etle tak bisavalid","High name back and fees, residents do not take care",1
"pemasangan etle di kawasan simpang gor sawah lebar dan simpang lima ratu samban kota bengkulu . source gambar story ssci bengkulu bengkulu , bengkulu","Installation of Etle in the Sawah Lebar Simpang Gor area and Simpang Lima Ratu Samban Bengkulu City. Source Image Story SSCI Bengkulu Bengkulu, Bengkulu",0
"harusnya jangan terlalu cepat menghapus tilang manual , kalau kelengkapan alat etle belum banyak terpasang . kesannya pelanggar kendaraan merasa kebal hukum atas pelanggarannya karena polisi tidak bisa menilang secara manual .","should not be too fast to remove manual tickets, if the completeness of the Etle tool has not been installed much. The impression is that vehicle violators feel immune to the law of their violations because the police cannot pass manually.",1
"kamera etle tak merata , polda diy potret pelanggar lalu lintas dengan gawai","Etle camera is uneven, Polda DIY portrait traffic violators with devices",-1
"harap waspada , marak modus penipuan tilang elektronik melalui pesan whatsapp","Please be vigilant, rife the mode of electronic ticket fraud through WhatsApp messages",0
ini adalah langkah progresif dari kapolri sih dengan diluncurkannya etilang bisa meminimalisir adanya pungli,This is a progressive step from the National Police Chief with the launch of Etilang can minimize the existence of extortion,0
direktorat lalu lintas polda sulteng menyebut sistem kamera etle bisa menindak kendaraan pelat nomor polisi dari luar daerah di sulteng .,The Central Sulawesi Regional Police Traffic Directorate said the Etle camera system could crack down on police number plate vehicles from outside the area in Central Sulawesi.,-1
"apakah nantinya etilang berlaku di sepanjang jalan ini , apalagi jika ada rambu dilarang parkir ,","will later eateng applicable along this road, especially if there are signs forbidden parking,",0
peluncuran etle mobile polda metro jaya,Launch of Etle Mobile Polda Metro Jaya,0
data gar lantas tilang etle jalan tol trans sumatera kendaraan tercapture melebihi batas kecepatan pada tol bakter km jalur a dan b . .,Data GAR Then the Trans Sumatra Toll Road Etle Ticket Vehicles are captured exceeding the speed limit on the KM Bacterial Toll Road A and B. .,0
"etle vadhu ticket fadnara , proper renovation nai karnara . administration ni k koi ni jawabdari nai","Etle Vadhu Ticket Fadnara, Proper Renovation Nai Karnara. administration ni k koi ni answered from nai",0
sistem digital di negara kita masih buruk . opung . kayak etilang . antara pemilik dan no plat kendaraannya aja banyak yang ngga balik nama stnk . banyak salah sasaran kan .,"Digital systems in our country are still bad. grandfather . Like Etilang. Between the owner and number of the vehicle plates, there are many who don't turn the name of the STNK. There are many wrong targets right.",1
seorang pengemudi mobil di jakarta selatan diduga jadi korban salah tilang kamera etle .,A car driver in South Jakarta is suspected of being a victim of Etle camera ticket.,-1
"warbiyasaah ganjil genap jakarta berlaku normal meski ada sejumlah jalan terendam banjir , etle apakabar","Warbiyasaah even odd Jakarta applies normally even though there are a number of flooded roads, Ethle Apakabar",-1
wna asal singapura itu terekam kamera etle tidak mengunakan sabuk pengaman saat berkendara .,The Singapore foreigner was recorded by Etle's camera not using a seat belt while driving.,0
tilang elektronik yyu . foto buat bukti,Yyu's electronic ticket. Photo for proof,0
meski pendukung jokowi anti kadrun saya masih bingung dengan kebijakan tilang elektronik pemasangan listrik baru yg banyak ituininya biaya jadi bengkak dan migrasi tv analog ke digital malah dijadikan lahan politik untuk melawan pemerintah oleh oposan .,Although Jokowi's anti -Kadrun supporters are still confused by the electronic ticket policy of the new electricity installation which is a lot of costs to be swollen and analog to digital TV migration is instead made a political land to fight the government by Oposan.,-1
"kamera etle akan dipasang di kota tangerang , ini titiknya via","Etle cameras will be installed in the city of Tangerang, this is the point via",0
barong . mulai hari ini tilang elektronik berlaku di bali otomotif,Barong. Starting today electronic tickets are valid in Bali Automotive,0
"polisi sedang lakukan tilang elektronik , respons pemotor ini bikin netizen ngakak","The police are doing an electronic ticket, this motorbike response makes netizens laugh",1
"balada etilang stop tilang ditempat , no pungli . untuk mewujudkan polri yang presisi dan menindaklanjuti arahan kapolri jenderal polisi listyo sigit prabowo terkait stop pungli , dirlantas polda jatim kombes pol muhammad taslim chairuddin s . i . k . , m . h","BALADI ETOHAL STOP TACLE on the spot, No Pungli. To realize the precision National Police and follow up on the direction of the National Police Chief General Police Listyo Sigit Prabowo related to stop extortion, Dirlantas East Java Regional Police Commissioner Muhammad Taslim Chairuddin S. i. K. , M. h",1
ada wn singapura yang terjaring melanggar aturan berlalu lintas di batam .,There is a Singapore WN who is netted violating traffic rules in Batam.,0
kesiapan polda jawa tengah dalam penegakan hukum pelanggaran lalulintas menggunakan etle,Central Java Regional Police readiness in law enforcement of traffic violations using ETLE,0
"dalam penerapan sistem etle , polisi melakukan kerjasama dengan pihak pt pos indonesia . kerjasama dilakukan dalam hal pembayaran denda tilang . masyarakat yang terkena tilang dapat membayarkan dendanya langsung di kantor pos .","In implementing the Etle system, the police collaborated with PT Pos Indonesia. Cooperation is carried out in terms of payment of ticket fines. People affected by tickets can pay their fine directly at the Post Office.",1
daftar ruas tol di jabodetabek yang terapkan etle,List of Toll Roads in Jabodetabek Apply Etle,0
polda metro uji coba penindakan etle mobile mulai rabu besok,Polda Metro Test Trial Enforcement Etle Mobile Starting Wednesday Tomorrow,0
udh mulai diterapin tilang elektronik nih,already started to be applied for electronic tickets,0
"mau tanya itu cctv subang berjalan ga , kapan mulai diaktifkan , apakah takut jika para pejabat bawa selingkuh an kena tilang elektronik atau gimana . ko pada ga mau ikut aturan dari kapolri bahwa elektronik cctv knpa blm aktif .","Want to ask that CCTV Subang runs or not, when will start activated, is it afraid if the officials bring cheating on an electronic ticket or what. Ko don't want to follow the rules from the National Police Chief that the CCTV electronics are not active.",-1
kalo full etle bisa diakali pake plat nomor palsu .,If full Etle can be tricked using a fake number plate.,-1
"untuk mengetahui terkena tilang elektronik atau tidak , masyarakat bisa mengecek status kendaraannya secara online . simak langkah pengecekan status kendaraan terkena tilang tidaknya di sini","To find out or not, people can check the status of their vehicles online. Check out the steps to check the status of the vehicle being exposed to the ticket or not here",0
ini penjelasan kabid humas polda bali mengenai tilang elektronik etle,This is an explanation of the Head of Public Relations of the Bali Regional Police regarding Electronic Tickets Etle,0
wkwkwk biar g kena etle,wkwkwk so that it doesn't get ethle,0
giat pemasangan banner pemberlakuan penindakan pelanggaran lalu lintas dengan etle di pos gatur kota subang,Enterprising Installation of Banner Enforcement of Traffic Violations with Etle at the Subang City Gatur Post,0
"saat tilang elektronik diterapkan tanpa persiapan matang , pelanggaran berpotensi terus terjadi","When an electronic ticket is applied without careful preparation, violations have the potential to occur",-1
dishub dki klaim pelanggaran lalin turun persen berkat etle,DKI Transportation Agency Claims Traffic Violations Decreased Percent Thanks to Etle,-1
"tak hentihentinya kami ingatkan untuk disiplin berlalulintas yang masih belum paham dengan cara kerja tilang elektronik etle , berikut penjelasannya","We remind you of the disappear for traffic discipline that still does not understand the way the electronic ticket works, the following explanation",0
jare nggawe etle nilangnya .,Jare Nggawe Eth Nilang.,0
"baru tau gw , ada tilang elektronik manual , poto jebret pake henpon","I just found out, there is a manual electronic ticket, take a snapper using henpon",0
"koyok kabeh bro , semenjak citra ne akeh tercoreng ket lanjuruhan sampek konsorsium judi online , seakanakan saiki mindahno proses tilangan ke etilang","Koyok Kabeh bro, since the image of ne akeh has been tarnished by the sampek sampek online gambling consortium, as if saiki meindahno the process of numbers to ethilang",0
"bikers jangan bandel , akan ada unit etle mobile baru buat ciduk pelanggar lalu lintas","Bikers Don't be stubborn, there will be a new Mobile Etle Unit for traffic violators",1
"gandeng jurnalis , ditlantas polda malut gelar lomba vlog tilang elektronik","Coordinating Journalists, Ditlantas Polda North Maluku Holds Electronic Ticket Vlog Competition",0
"etle mobile resmi diluncurkan , intai pemotor tanpa helm hinggabonceng","Etle Mobile was officially launched, the motorbike without a helmet",0
komisi i dprd provinsi gorontalo pastikan penerapan tilang elektronik perkecil pelanggaran lalulintas,Gorontalo Provincial DPRD Commission I Ensures the Implementation of Electronic Tickets to Small Traffic Violations,-1
"soal peniadaan tilang manual , korlantas siap maksimalkan peran etle fbinews","Concerning manual tickets, Korlantas Ready to Maximize the Role of Ethle Fbinews",1
"hatihati modus penipuan pesan wa tilang elektronik , begini yang benar menurutpolisi","Hatihati mode of fraud message WA Ticket Electronics, this is true according to the police",1
"pengemudi yang belum siap mental dan tenang , menyebabkan kemacetan dan kecelakaan . perlu juga diajarkan cara dan trik ganti ban . untuk etle , perlu ditambah camera mobilmotor patroli ditempat sering terjadi pelanggaran .","Drivers who are not ready to be mental and calm, cause traffic jams and accidents. It also needs to be taught ways and tricks to change tires. For Etle, it is necessary to add a patrol motor camera on the place of frequent violations.",1
kendraan melanggar lalu lintas tertangkap kamera etle,Kendraan violates traffic caught on camera Etle,0
"tilang etle kalo ga ada plat no nya polisi jg bingung ya ,","Ticket Etle if there is no plate number the police are also confused, huh,",-1
ditlantas polda maluku sebut per hari terdapat . pelanggar tertangkapetle,Ditlantas Maluku Regional Police said per day there is. violators were arrested,0
jumlah dakgar lantas selama x jam yang tercapture kamera etle,the amount of dakgar then during the x hour is captured by the Etle camera,0
sepuluh unit etle mobile yang disiapkan nantinya akan disebar masingmasing dua unit di setiap kota di dki . polda metro jaya akan melakukan sosialisasi implementasi sistem ini kepada masyarakat selama sebulan .,Ten Etle Mobile units prepared will later be distributed two units in each city in DKI. Polda Metro Jaya will disseminate the implementation of this system to the public for a month.,0
"etle tuh , mayan dapet banyak","Etle, many can get a lot",1
"giat kampanye dan sosialisasi etle electronic traffic law enforcement kepada masyarakat kota prabumulih , minggu november","Active campaign and socialization of Etle Electronic Traffic Law Enforcement to the people of Prabumulih City, Sunday November",-1
"wna kena tilang etle akan dicekal keluar indonesia , begini penjelasannya","foreigners hit by a ticket etle will be banned out of Indonesia, this is the explanation",0
btw belum lama gua sama temen gasengaja lewat jalan sudirman yg dilarang motor lewat suka ada polisi ngumpet di semak teaaa . wkwkwkw ngakak bgt langsung baca sholawat untungnya gada polisi dan gakena etilang juga,Btw I recently and my friend galangaja through Jalan Sudirman who was banned by motorbikes through like there was a police officer hide in the bush. wkwkwkw doesn't really read the prayer directly,1
"labil nih , etilang gimana nasibnya atau pajangan aja","unstable, eternilang what fate or just display",0
"sosialisasi etle dan aplikasi smart city banyuasin dulur kito ipda kanit regident beserta camat dan personil dengan didampingi personil pataka sat lantas polres banyuasin pada hari kamis , desember","Etle Socialization and Smart City Application Banyuasin Dulur Kito Ipda Kanit Regident along with Sub -District Heads and personnel accompanied by Pataka Sat Lantas Banyuasin Police personnel on Thursday, December, December",1
"kena etle mobile , begini cara membayar denda tilangnya","hit by Etle Mobile, this is how to pay the ticket fine",1
"aku yg tiap hari krn jualan sepi narik taksi daring , ngeri pak hidup dijalanan . karena r dimana pada nyalip zigzag kecepatan tinggi , tdk ada celah kosong . etle seolah tdk membuat jera krn melenggar kecepatan max dlm kota . pantesan angka laka trs naik .","I who sell every day because of the quiet selling taxi, horrified by life on the streets. Because r where in the overtook zigzag, there is no empty gap. Etle doesn't seem to make a deterrent because it is pounding the speed of Max in the city. No wonder the numbers will go up.",1
"waahh . sering kesini , gaboleh lupa ada etle .","waahh. Often here, you can forget Etle.",0
"pelanggar terekam etle , dominan di jalan bypass ngurah rai","violators recorded Etle, dominant on Jalan Bypass Ngurah Rai",0
polda metro jaya siapkan unit kendaraan berkamera tilang elektronik,Polda Metro Jaya Prepares Electronic Ticket Vehicle Vehicle Units,0
polri bakal tindak tegas pengendara yang copot pelat nomor demi hindari tilang elektronik,The National Police will act decisively the driver who removes the number plate by avoiding electronic tickets,0
"tilang manual kan maksudnya ngga langsung , jadi harusnya polisi bisa menindak yang ngga pakai plat , lalu difoto kendaraan dan stnk , dikirim ke etle","Manual tickets don't mean it directly, so the police should be able to take action against the plate, then photographed a vehicle and vehicle registration, sent to Etle",1
trik polri cegah wna kabur usai ditilang etle,Polri Tricks Prevent WNA Running after Etle ticketed,0
"optimalkan tilang elektronik , anggota satlantas polres jombang tidak dibekali blangko tilang","Optimize electronic tickets, members of the Jombang Police Traffic Unit are not equipped",0
pemberian penghargaan kepada personil ditlantas kaltara atas pengembangan etle di kalatara dan pembangunan aplikasi sip,awarding the personnel of Ditlantas Kaltara for the development of Etle in Kalatara and the development of the SIP application,0
polantas kini mengandalkan etle untuk tindak penilangan . etle sudah terpasang di provinsi .,Polantas now relies on Ethle for the act of disappearance. Etle has been installed in the province.,0
"instruksi kapolri dalam pengoperasian tilang elektronik dan penghentian tilang manual di seluruh indonesia juga ikut meningkatkan kepercayaan publik . direktur eksekutif lemkapi , edi hasibuan .","The National Police Chief's instructions in the operation of electronic tickets and termination of manual tickets throughout Indonesia also helped increase public confidence. Lemkapi Executive Director, Edi Hasibuan.",0
"selamat siang komandan , dilaporkan talkshow secara live di rri pro dalam program remaja sadar hukum resah , fm , pada hari kamis , desember pkl . . . wita . topik etle tilang elektronik adapun narasumber sbb jabatan kasubdit kamsel ditlantas polda bali","Good afternoon Commander, reported Live Talkshow at RRI Pro in the Youth Awareness Program, FM, on Thursday, December. . . Wita. Electronic Ticket Etle Topic As for the SBB Resource Resource, Head of Kasubdit Kamsel Ditlantas Polda Bali",1
"tak hentihentinya kami ingatkan untuk disiplin berlalulintas yang masih belum paham dengan cara kerja tilang elektronik etle , berikut penjelasannya","We remind you of the disappear for traffic discipline that still does not understand the way the electronic ticket works, the following explanation",0
"habis nerabas lampu merah dengan tolol nya . mau berdoa gak kena etle , tapi lampu merah nya di cempaka putih , si pusat kota . ada yellow box junction nya juga pun . hhhhh kenapa si .","After the stupid red light. Want to pray not Etle, but the red light in Cempaka Putih, the city center. There is a yellow box junction too. Hhhhh why.",-1
"tak ada dana , sat lantas polres bangka tengah belum terapkan etle","No funds, Sat Lantas Central Bangka Police Station has not been implemented Etle",0
setelah saya download ternyata sudah ada stnk sim dan tilang elektronik cuma emang masih baru jadi beberapa masih tahap pengembangan semoga kedepannya bisa lebih baik dan terkoneksi semua .,"After I downloaded it turned out that there was already a vehicle registration for SIM and electronic tickets, but it was still new, so some of the development stages were still in the future, hopefully in the future it could be better and all connected.",1
"mantap pak terobosan yang sangat tepat dalam mengatasi pungli yang sering terjadi pada masysrakat , dengan etilang semoga bisa lebih efektif .","Steady pack of breakthroughs that are very appropriate in overcoming extortion that often occurs in the community, with ethilang hopefully it can be more effective.",1
polda metro jaya hari ini resmi meluncurkan etle mobile . etle mobile ini tak hanya keliling di jalan arterti tetapi juga di jalan tol,Polda Metro Jaya today officially launched Etle Mobile. Etle Mobile is not only traveling on the artech road but also on the toll road,0
polri sebut telah tangkap ratarata pelanggar perhari dalam penerapan tilang etle,The National Police said that they have caught the average of violators per day in the application of ETLE tickets,-1
"pelanggar etle meningkat tajam , polda banten imbau pengendara tertib laulintas","Etle violators increased sharply, Banten Regional Police Imposed Traffic Drivers",-1
"etle hadir di lubuklinggau dalam rangka mendukung kegiatan penindakan pelanggaran di bidang lalu lintas dan angkutan jalan , polres lubuklinggau segera menerapkan sistem tilang elektronik atau etle dan nantinya digunakan sebagai alat bukti di pengadilan","Etle is present in Lubuklinggau in order to support violation action activities in the field of traffic and road transportation, Lubuklinggau Regional Police immediately implement an electronic or ETLE ticketing system and will later be used as evidence in court",1
data gar lantas menggunakan hp saat berkendara yang tercapture kamera etle,Gar data then use a cellphone when driving a camera ethle captured,0
"balada etilang stop tilang ditempat , no pungli . untuk mewujudkan polri yang presisi dan menindaklanjuti arahan kapolri jenderal polisi listyo sigit prabowo terkait stop pungli","BALADI ETOHAL STOP TACLE on the spot, No Pungli. to realize the precision police and follow up on the direction of the National Police Chief General Police Listyo Sigit Prabowo related to the Pungli Stop",1
"dia mengatakan polisi lalu lintas menggelar operasi simpatik selama sampai bulan ke depan , ia mengingatkan , penegakan hukum cukup melalui etle atau e tle mobile . listyo berharap jajaran dapat mengatasi masalah pungli untuk meningkatkan kepercayaan publik .","He said the traffic police held a sympathetic operation for the next month, he reminded that law enforcement was sufficient through Ethle or E Tle Mobile. Listyo hopes that the ranks can overcome the problem of extortion to increase public trust.",1
"ingin kelabui etle karena stnk mati , pemotor ini pakai plat dinas kepolisian palsu","Want to Etle because the STNK dies, this motorbike uses a fake police service plate",-1
"imm dukung kapolri larang tilang manual acungi jempol dpp imm , abdul musawir yahya menilai langkah kapolri melarang tilang manual dan memaksimalkan etle . abdul menilai peniadaan tilang manual mengurangi ketegangan polisi dengan pengendara","IMM Supports the National Police Chief forbidding a manual ticket for the IMM DPP thumbs up, Abdul Musawir Yahya assesses the National Police Chief's steps to prohibit manual tickets and maximize Etle. Abdul assessed that the elimination of manual tickets reduced the tension of the police with the driver",0
pantesan makin banyak follower pelanggar di jalan . dan . plat nomor yg rusak bahkan sengaja dicopot untuk menghindari etle .,Pantesan more and more followers of violators on the road. And . Damaged number plates are even deliberately removed to avoid Etle.,1
santai sangat banyak pengendara santai melanggar lalulintas pasca penerapan etle,"Casually, many drivers relax violate traffic after the application of ETLE",1
"ditlantas polda metro jaya launching etle mobile , info laka dan polantas smart","Ditlantas Polda Metro Jaya Launching Etle Mobile, Info Laka and Polantas Smart",1
data gar lantas yang tercapture kamera etle,Gar data then captured Etle cameras,0
"guysss barusan aku dapet surat tilang elektronik tapi bukan mobilku yg ketilang mobil satunya . pokokmen hati ajaaah di depan lampu merah ramayana . dah nurut aja kalo lurus ambil kanan , kalo belok kiri ambil kiri , kalo yang lurus antri lampu merahnya ya tunggu aja yg sabar .","Guysss just now I got an electronic ticket but not my car that was coveted by the other car. Just be careful in front of the Ramayana red light. Just obey if straight, take the right, if you turn left, take the left, if the straight queue is the red light, just wait for the patient.",1
guna etle harusnya buat ginian kan berfungsi gak itu,"For the ethle, you should make it a function",0
"polda metro jaya baru saja meluncurkan electronic traffic law enforcement etle mobile , pada selasa .",Polda Metro Jaya has just launched the Electronic Traffic Law Enforcement Etle Mobile on Tuesday.,0
awas motor atau mobil dikandangi polisi jika ketahuan tanpa pakai pelat nomor untuk menghindar etle,Watch out for a motorcycle or car watched by the police if caught without wearing a number plate to avoid ETLE,0
yg penting tilang elektronik sudah jalan min yg laen gak penting,"The important thing is that electronic tickets are already walking, the other is not important",1
"sosialisasi etle dan aplikasi smart city banyuasin dulur kito , akp kasat lantas beserta asisten iii dengan didampingi kbo lantas , para kanit dan personil pataka sat lantas","Etle Socialization and Smart City Application Banyuasin Dulur Kito, AKP Kasat Lantas along with Assistant III accompanied by KBO Lantas, Kanit and Personnel Pataka Sat Lantas",1
katanya . punglinya luar biasa ini pak . krn susah dptnya kdg ada calo yg bantu sekian rupiah u dpt sim . untuk menghindari pungli daftar online test online physical test ada point pls discuss with the it how to implement thus sytem . jd semua masuk system spt etilang .,"he said. This is extraordinary, sir. because it is difficult to get, there are brokers who help so many rupiah can get a SIM. To avoid extortion online listing lists online physical tests there are points pls discuss with the it how to implement this sytem. So all entered the system like Etilang.",1
"tp klo etilang jd bisa kena tilang kapan aja dan auto bayar , baru ngalamin","but if you can get a ticket at any time and auto pay, just experience it",0
"pudji menilai perlu ada sosialisasi secara berkelanjutan kepada masyarakat , serta pelatihan khusus bagi anggota polantas tentang penggunaan etle .","Pudji assessed that there needs to be an ongoing socialization to the community, as well as special training for Polantas members about the use of Etle.",1
polisi masih proses etle mobile demi tekan pelanggaran lalu lintas,The police are still in the process of Etle Mobile for the sake of pressing traffic violations,0
kapolri jenderal listyo sigit resmi meniadakan tilang manual di jalan raya . sebagai gantinya tindakan pengendara yang melanggar lalu lintas nantinya akan dilakukan menggunakan sistem etle .,National Police Chief Gen. Listyo Sigit officially eliminated manual tickets on the highway. Instead the actions of motorists who violate traffic will later be carried out using the ETLE system.,0
titik cctv etle di kota surabaya,CCTV ETLE Point in Surabaya City,0
kelakuan motoris sejak tilang elektronik diberlakukan makin kek monyet,Motorist behavior since electronic tickets has been implemented more and more monkey,1
sistem tilang elektronik akan diterapkan di tangsel mulai desmber,The electronic ticket system will be applied in South Tangerang starting DesMber,0
