text_id;text_en;label
giat sisialisasi etle balai camat muaradua kisam;giving speed etle etle center for muaradua kisam sub -district;-1
komika delap korban tilang elektronik giawan;komika delap victims of giawan electronic tickers;0
camat astanajapura hingga ciledug cirebon usul pasang kamera etilang;astanajapura sub -district head to ciledug cirebon proposed installing etilang camera;0
jalan intruksi kapolri dirlantas tarik seluruh surat tilang maksimal etlemobile;the road to the dirlantas national police chief instructions withdraw all the maximum ticket ethlemobile;0
alih sistem etle satlantas polrestabes makassar henti sistem tilangmanual;transfer of etle satlantas polrestabes makassar system stops the ticker system;0
etle mobile beri jamin masyarakat dapat pasti hukum adil tidak pandang bulu jalan raya ujar kapolda;ethle mobile give guarantee community can certainly the law of fair unconduct roads said the kapolda said;1
operasi zebra tahun larang laksana tilang manual seluruh tilang laksana sistem etle statis maupun mobile dengan tegur simpatik kata kasubbag ren ops bagops korlantas polri;operation zebra year brief like a manual ticket all tickets like a static or mobile system system with a sympathetic reprimand word kasubbag ren ops bagops korlantas polri;1
tilang manual larang polisi bakal manfaat ratus kamera etle;manual tickets prohibit the police will benefit hundred cameras etle;0
gmn cara etle tangkap langgar ganjil genap;how are the way to catch even odd langgar;-1
komisi iii dpr saran tilang elektronik optimal;house commission iii optimal electronic ticket suggestions;0
bhabinkamtibmas polsek pulau raja bripka dodi nopriadi menghimbau masyarakat mendownload aplikasi super polri app play store dapat layan online sbb adu masyarakat sim online urus stnk tilang etle sphp skck;bhabinkamtibmas pulau raja bripka dodi nopriadi sector police urged the public to download the super polri app application play store to be served online as a community of sim online urus stnk etle sphp skck;1
giat kampanye sosialisasi etle electronic traffic law enforcement masyarakat kota prabumulih selasa november;enterprise campaign ethle electronic traffic law enforcement community prabumulih city tuesday november;0
etle jalan tol trans sumatera kendara lebih batas cepat tercapture direktorat lalu lintas polda lampung;etle toll road trans sumatera kendara is more quickly captured by the lampung regional police traffic directorate;1
kelopak mata bengkak bantu doa aja biar ga dioprasi soal sekarang jaman etle wkwk;swollen eyelids help pray so that it is not operated about the ethle era now;0
hayo jasfren jangan sampe salah tangkep sekarang tilang guna tilang elektronik electronic traffic law enforvement etle lho nah atur terap jajar korlantas memaksimallan tindak langgar nih;hayo jasfren don't until the wrong tangkep now ticket for electronic traffic law enforvement ethle ticket ticket;-1
korlantas polri maksimal guna kamera tilang elektronik etle kendara listrik aman jaga acara presidensi g bal sinergi jaga kondusifitas;korlantas polri maximum for electronic electronic ticket camera etle electricity safe maintaining the pre -bal bal sinergi conduct maintain conducting conduct;1
hallo electronic traffic law enforcement etle tilang elektronik sistem tega hukum bidang lalu lintas bas teknologi informasi guna kamera cctv kemudian data langsung tindak langgar lalu lintas;hello electronic traffic law enforcement etle electronic ticket systems thut law traffic bas information technology for cctv camera then direct data acts of traffic violence;1
ditlantas polda kalbar gelar talkshow etle kompas tv pontianak;ditlantas polda kalbar holds talkshow etle kompas tv pontianak;0
jawab ragu soal efektivitas kamera tilang elektronik etle yg pasang statis beberapa wilayah jalan arteri tol ditlantas polda metro jaya luncur etle mobile etle mobile rencana akan operasi ruas jalan tol;answer doubt about the effectiveness of electronic ticket etle cameras that installed static several areas of the ditlantas metro jaya polda toll road luncur etle mobile mobile pold;1
kan ad tilang elektronik langgar yg nampak di tip;there is an electronic ticket that appears in the tip;0
jumlah dakgar lantas lama x jam tercapture kamera etle;the amount of dakgar then long x hour is captured by the etle camera;-1
etle mobile presisi polda jateng tindak langgar lalu lintas elektronik humanis guna teknologi jepret jepreettt silah lanjut aja gpp hari surat tilang kirim rumah makasiih;etle mobile presisi polda jateng action of humanist electronic traffics for jepreettt shet technology silah end gpp day ship show send makasiih house;1
tindaklanjuti perintah kapolri hapus tilang manual kapolda banten irjen pol prof dr rudy heriyanto launching etle portable ditlantas selasa polda banten;follow up on the order of the national police chief delete the banten police chief inspector general of police prof. dr. rudy heriyanto launching etle portable ditlantas tuesday, banten police;1
gampang kurang macet bikin kendara pesawat terbang mini itudi luar negeri loch mobil terbang lupa di negara mana enak kena tilang elektronik maaf netizen kecil;easy to be less jammed to make mini aircraft vehicles overseas loch flying cars forgot in the country which is good to get electronic tickets sorry small netizens;1
download sekarang polri super app mendownload aplikasi dapat informasi kena layan utama polisi informasi daerah rawan adu masyarakat urus sim stnk skck online informasi etilang hingga informasi kena pos polisi;download now polri super app downloads the application to get information about the main service of the police information prone to the fighting of the community urus sim stnk skck online etilang information to the information post.;1
jadi org org pasti rasa senang dia langgar tidak hukum lupa ada cctv lihat langgar lalu lintas kirim surat tilang elektronik sama kasus mungkin merek rasa senang dan lupa;so org, the person will definitely be a pleasure he violated the law not forgot to have a cctv see a traffic violation send an electronic ticket with the case, maybe the brand of pleasure and forgetfulness;0
yg pegang tilang elektronik orang control sekali orang var fleksibel maap ngor;who holds electronic tickets people control once people var flexible map ngor;0
cuan cuan cuan sejak terap etilang tara ningali polantas kamarana;cuan cuan cuan since intoma tara ningali polantas kamarana;0
taun kemaren ngomong gitu etilang bla la la tp praktek bnyk bapak bawa buku ngumpet belakang pohon ujung jalur busway;yesterday i talked like that eternilang blah la la but practiced a lot, you brought a book on the back of the tree end of the busway lane;0
personil lalu lintas polres badung laksana tegur humanis masyarakat tidak guna helm;badung police traffic personnel like the humanist swirk unfamiliarist;0
barangkali yang pernah ngalamin dapet etilang kirim rumah bukan yang langgar motornga bukan motor seperti sistem nya salah baca plat nomor gitu harus gimana barangkali yang tahu cc mbok bantu;perhaps those who have experienced getting eternulang sending a house, not violating motornga, not a motorbike like the system, i have to read the number plate, so what should i;1
jatah tilang tempat ubah jadi etle e kerja tengah hati;the ticket ration where to change it to etle e in the middle of the heart;0
jumlah tokoh masyarakat antusias hadir sosialisasi etle kantor camat plakat tinggi;the number of community leaders was enthusiastic about the socialization of the etle office of the sub -district head of plaque high;1
pemkot polres metro tangerang kota kerja sama ada etle;tangerang metro police city government cities in cooperation with etle;0
sering latah skrg isilop terap sistem etilang e tilang e tilang;often talkative now the isilop is the ethilang system;0
bayang polisi tilang ribu langgar kamera etle;shadow of police ticket thousands of etle camera limaging;0
polres sukoharjo operasi kamera etle statis ruang tmc republika;sukoharjo police station etle static camera operation tmc republika;1
bhabinkamtibmas polsek pulau raja aipda sunarso menghimbau masyarakat mendownload aplikasi super polri app play store dapat layan online sbb adu masyarakat sim online urus stnk online tilang etle sphp skck;bhabinkamtibmas pulau raja aipda sunarso sector police urged people to download the super polri app play store application to be served online as a community of sim online urus stnk online ticket etle sphp skck;1
terus gimana tilang elektronik ntar kalau masyarakat kagamau foto;then what about the electronic ticket later if the kagama people are photographs;0
cara bayar denda tilang etle di bank website;how to pay etle ticket fines at the website bank;0
polisi sila warga sebut konfirmasi salah tilang ke posko etle jl mt haryono jakarta selatan;police sila residents call confirmation wrong ticketing to the etle post jl mt haryono, south jakarta;-1
pake waze kasi tau klo etle terus pelanin aja ga perlu ampe batas maksimum kok kyk an mbz aja an nga kena etle gw ampir tiap minggu jkt malah gw sering liat mbz pajero ama fortuner lewat bahu jalan an;use waze, i know that the etle continues to slow down, it doesn't need to be a maximum limit, how come i don't even get the ethle, but i often see mbz pajero and fortuner through the shoulder of the road;-1
sadar bayar denda tilang etle rendah ribu kendara bengkulu blokir;aware of paying a fines for the etle ticket low thousand bengkulu kendara block;1
langkah yg baik tepat ada etilang lebih efektif tertib;good steps right there is an ethilang more effectively orderly;1
rek sg prnh kena etilang ta aku nanya poo aku ws bayar via online trf k tgl nah trs ak kudu lapo maneh klo lapor lapor e sp tutor bayar e yg akhir kek gt tp so far ak gada barang bukti sg sita trs sidang jg akhir cont;record sg prnh i was hit by ethilang ta i asked poo i ws paid via online trf, then i have to be lapo lapo maneh if you report to report e sp.;0
satlantas polres tangerang selatan siap laku tilangetle;south tangerang police traffic unit is ready to sell tilangetle;1
koyoke ora mungkin wong suroboyo karawang wae pernah jam padahal cepat hampir selalu atas kmj tilang elektronik terap lagi kalau masuk tol cikampek banyak ketemu transformers;koyoke ora maybe wong suroboyo karawang wae has ever been clock even though it is fast almost always on the kmj electronic ticket approved again when entering the cikampek toll road, many found transformers;1
humas polres pakpak bharat personil satlantas polres pakpak bharat laku apel laksana atur lalu lintas apel sebut tekan kan tidak yang laku tilang manual etilang dukung program kapolri tuju presisi;public relations police pakpak bharat personnel satlantas pakpak bharat police laksa apple apple traffic apply tutan pink not that managy sell manual ethalan supporting program kapoli tungguju programs;1
bhabinkamtibmas polsek blahbatuh sosialisasi etle;bhabinkamtibmas polsek blahbatuh socialization etle;0
satlantas polrestabes surabaya laksana tindak etle massa aksi unjuk rasa laku langgar lalu lintas pd tanggal desember;satlantas polrestabes surabaya like a mass action of the demonstration of the traffic demonstration on december;1
ada etle dit lantas polda bengkulu tahun dec trend;there is etle dit lantas bengkulu regional police dec trend;0
ditlantas polda riau terap etle mobile handheld;ditlantas polda riau terpor ethle mobile handheld;0
polres tangerang selatan operasi kendara etlemobile;south tangerang police station operation kendara etlemobile;0
ditlantas polda sumut tambah etlemobile;north sumatra regional police ditlantas add ethlemobile;0
tilang etle laku ada giat masuk suporter;ticket etle laku there is an active entering supporter;-1
selalu tertib berlalulintas yo ges damanapun etle mobile laku hlo loc jembatan bendung sc fb kulon progo;always orderly traffic yo ges anyway etle mobile laku loc loc bridge dam sc fb kulon progo;0
polda metro lengkap mobil tilang elektronik kecerdasanbuatan;polda metro complete electronic ticket cars;1
hahaha mah takut kena tilang elektronik;hahaha mah afraid to get an electronic ticket;-1
polda sumsel polres oku selatan giat kece alat kamera etle;south sumatra regional police, south oku police station guest to camera camera etle;0
terap tilang etle kendara pelat korlantas guna fitur kenal wajah;terpung ticket etle kendara korlantas plate for facial knowing features;0
giat sosialisasi tilang elektronik aplikasi smart city dulur kito;electronic socialization of electronic ticket dulur kito smart city application;1
total kamera etle sumsel tahun depan fokus ada etle portable mobile;total etle sumsel camera next year focus there is etle portable mobile;0
gak ndan gk usah d suruh bayar etilang tp d jadi duta etle indonesia;not and don't have to tell you to pay ethilang but to become an etle indonesia ambassador;0
sasar langgar kamera etle;sasar lreats etle camera;0
polda metro jaya etle mobile lengkap artificial intelligence;polda metro jaya etle mobile complete artificial intelligence;-1
aneh rasa ngelimit kmh jalan tol ga kena etle;strange taste of mixture kmh toll roads are not hit by etle;-1
direktur tega hukum dirgakkum korlantas polri brigjen pol aan suhanan kata ini ribu kamera etle sebar indonesia diri etle statis hingga etle mobile;the director of law, dirunkum korlantas polri brigadier general aan suhanan, this word is thousands;1
halahh siapa mau percaya polisi akal aja yg jelas kalau etle pk polisi nggk sarap soto sate kambing;halahh who wants to believe the police are clear if the ethle pk police will not sap soto satay goat;1
polda metro jaya resmi tak laku tilang manual kini andal kamera etle;polda metro jaya officially did not sell manual tickets now reliably camera etle;0
operasi zebra agung polda bal dit lantas sosialisasi etilang masyarakat lalu brosur;operation zebra agung polda bal dit then the socialization of the ethilang community then brochures;0
iyakann cctv doang udh ga mempan udh pd kebal soal etilang tuh lebih mantul wkwkwkwk;yes cctv just don't work already in immune about ethilang, it's more good;1
operasi kali polisi manfaat teknologi tilang elektronik begini cara cek kendara kalian kena tilang;operation kali police benefits of electronic ticketing technology like this how to check your vehicle got a ticket;0
pek laksana etle mobile riau kendara kena foto;pek laksana ethle mobile riau kendara got a photo;0
mitra mtb tilang manual segera hilang ganti sepenuh elektronkk nah kalo kamu uda nerima brapa kali tilang elektronik jadi makin hati malah nggampangin share yuk mtb lite bareng toya axsano;mtb mitra manual ticket immediately disappeared with all electronkk, well, if you have received an electronic ticket so it is even more careful, but it just simplifies, let's share mtb lite with toya axsano;1
penandatanganan naskah persjanjian hibah daerah nphd elektronik traffic law enforcement etle pemkot pagaralam polres pagaralam;signing of the manuscript of the nphd electronic traffic law enforcement electronic regional grant ethle;0
ih etilang solo udh bener laku wkwkwk ati guys;ih eternilang solo is really good luck;1
kl etle tar gak lama kan kurang silaturahmi nya;if it's not long, it's not long, it's not long;1
tak lampu merah etilang bisa terap singkil;no ethilang red light can be swept apart;1
ganti anggota lapang bekal kamera electronic traffic law enforcement etle patinews asli;replace the field members of the electronic traffic law enforcement etle patinews original camera;1
kek nya gua ketilang etle nih akwoakwoakoakwo;kek i am kekilang etle here akwoakwoakoakwo;0
siapsiap etle mulai laku tangsel lewat;readyakan etle begins to sell south tangerang;0
komisi lll dpr apresisi etilang minimalisir tindak curang oknumkepolisian;lll commission of the dpr apressi eterikan minimalist acts of cheating on the police;0
tilang elektronik bikin langgar tingkat tdk ad tugas;electronic tickets make a level of level not assignment;0
hapus tilang manual sistem etle baik citra polri utama aksi tilang lewat;remove the manual ticket of the etle system both the main polri image of the passage action passing by;1
iseng ngecek kendara gw kena tilang elektronik gak who knows surat cinta gak nyampe rumah tahu pas mau byr pajak tahun cek sini;idly checking my vehicle, i got an electronic ticket, not who knows a love letter, i didn't arrive at home when i wanted to byr;1
tinggal razia aja ga pake plat nomor kendara terus foto nomor mesin rangka masuk tilang elektronik yg penting ga tilang manual;just raid just not using a vehicle number plate and then the photo number photo entrance to the electronic ticket is important not manual tickets;1
selamat siang komandan lapor talkshow live rri pro program remaja sadar hukum resah fm hari kamis desember pkl wita topik etle tilang elektronik;good afternoon commander reporting live talkshow rri pro program youth aware of legal restless fm on thursday december;1
motor knalpot bising makin rajalela coba jelas sekali jelas bgm tilang motor knalpot bising buat polusi suara kamera etle sensor suara jelas cc jakarta makin bising;the noisy exhaust motorbike is increasingly rajalela, try very clearly, it's really clear;1
bsdna tu dalal na chasma utar etle khabar padse k bharat desh ma kya bhukhmari che;bsdna tu dalal na chasma utar etle khabar padse k bharat desh ma kya bhukhmari che;0
laku etilang sudah sesuai turut ingat cukup banyak anggota polri polantas sekal laku pungli kedok tilang ye kan kalau pakai etilang jadi gak perlu suudzon beneran pungli doang;etilang behavior is appropriate to remember quite a number of members of the national police traffic police in the same time for the pungli tunggi ticket, right if you use etilang, so you don't need to be a really extortion suudzon;1
giat bhabinkamtibmas ikut sosialisasi etle polres banyuasin;enterprising bhabinkamtibmas participated in the socialization of banyuasin regional police;0
kalo sempat klen nampak driver tajo ngejokes kekgni klen elus kepala drivernya abestu bilang bang hatihati kena tilang etle simpang surabaya;if you have the chance to see the tajo driver, ngejokes kempai kleni elus, the head of the driver, said bang hatihati, was hit by a ticket.;0
giat sosialisasi etle app smart city dulur kito taman kota prabujaya hadir walikota wakil walikota sekda kadinkes kadin tani kota prabumulih;enterprising etle app socialization smart city dulur kito prabujaya city taman present mayor of deputy mayor of secretary of kadinkes kadin tani prabumulih city;1
pak bila masyarakat bantu fotoin kalau yg main hp kendara bs jadi alat bukti tuk tilang etle;sir, if people help photograph if the one who plays the cellphone is a bs, it becomes evidence of the ethle ticket;0
guna etle nilai lebih efektif dapat mencapture langgar lama jam;for more effective values ​​to be able to capture old hours;1
polda metro tambah kamera etle statis;polda metro add static etle camera;1
satgas preemtif subsatgas dikmas ops zebra agung polres bangli beri imbau sereh brosur ops zebra agung kendara selalu tertib lalu lintas jalan raya sosialisasi tindak langgar etle;preemptive task force subsatgas dikmas ops zebra agung bangli police station gives an appeal to the brochure of the ops zebra agung kendara always orderly traffic on the socialization of the socialization of the acts of ethle;0
kapolri listyo sigit prabowo larang seluruh anggota laku tilang manual hindar pungut liar tilang mulai sekarang sepenuh laku elektronik lalu kamera etle electronic traffic law enforcement tle;national police chief listyo sigit prabowo forbids all members of the hindar hindar wild ticket ticket bacar circle from now with electronic laku laku then etle electronic traffic law enforcement tle camera camera camera camera;1
arah wakasat lantas polresta denpasar akp shinta ayu pramesti para operator etle personel etle handheld senin;direction of wakasat lantas polresta denpasar akp shinta ayu pramesti, operators of etle personnel etle handheld monday;0
tilang elektronik oku selatan mulai laku januari;south oku electronic ticket starting to sell in january;0
cara kerja tilang pakai etle drone;how the ticket works using etle drone;0
kapolri hapus tilang manual tempat belum laku tugas polisi ganti tilang elektronik via kamera etle sejak tengah oktober bagaimana terap berita lain;national police chief removes manual tickets the place has not been sold by the police task to change electronic tickets via the etle camera since the middle of october how to do other news;-1
tips efektif kalo mo foto etle mobile;effective tips if mo photo etle mobile;1
sosialisasi etle smart dulur kito satlamtas polres prabumulih polda sumsel;socialization of etle smart dulur kito satlamas police precinct prabumulih regional police of south sumatra;1
siapsiap tilang elektronik bakal laku jalan kota tangerang cek lokasi;ready for electronic tickets to sell roads in the city of tangerang check the location;1
sambut baik bijak tilang elektronik kompolnas edukasi masyarakat tertib berlalulintas;welcome wise wise electronic ticket kompolnas education in an orderly traffic community;1
satlantas polrestabes makassar efektif tilang elektronik langgar;satlantas polrestabes makassar effective electronic ticket langgar;1
inget dulur satlantas polres indramayu wis laku tilang eelektroniketle jadi tertib kendara selamat sama;remember dulur satlantas indramayu wis wis eelectroniketle ticket be so orderly kendara congratulations same;0
etle pasang mobil patroli kasatlantas tempat acak;etle installs kasatlantas patrol cars;0
kendara wajib tahu etle mobile uji coba jalan jakarta besok;kendara must know ethle mobile test jalan jakarta tomorrow;0
enam tilang elektronik terap kota tangerang lokasi;six electronic tickets the telement of tangerang city location;0
anggota satlantas polres kudus laksana giat bagi leaflet sosialisasi ops zebra candi rangka cipta kamseltibcar lantas depan giat edukatif persuasif di dukung tega hukum guna etle;members of the holy police traffic unit are active for the socialization leaflet of the ops zebra candi skase cipta kamseltibcar landas in front of persuasive educative educative supported by the law of the law;-1
iyo mas kan etilang sek kaet laku sepurane lek salah ngomong iku keluh kesah sak durunge etilang;come on, mas, right, eternilang, kaet, laku lak, said, i said that i was complaining about the complaints;1
larang tilang manual terap tilang elektronik dukung positif bagi besar masyarakat tanah air ini dasar hasil survei indikator politik indonesia;forbid the electronic ticker manual ticket ticket browning positive for the great people of this country;1
jenis langgar bakal kena tilangelektronik;the type of langgar will be subject to telepectronics;-1
etle mobile purwakarta laku hati hati kendara;etle mobile purwakarta be careful of kendara;-1
kamera tilang elektronik bakal lebih canggih deteksi kendara sim;electronic ticket cameras will be more sophisticated detection of sim vehicles;1
ditlantas polda metro jaya launching etle mobile aplikasipelayanan;ditlantas polda metro jaya launching etle mobile application services;0
tanda tangan nphd etle pemkab lahat polreslahat;signature of nphd etle lahat district government;0
pak bukankah salah satu jenis strobo larang moga potong video bisa jadi lapor utk tilang elektronik;sir, isn't one type of strobe forbidding, i hope that the video can be reported for electronic tickets;0
milik kendara milik batas waktu dengan hari jadi langgar laku konfirmasi kamu bisa cari tahu cara konfirmasi surat tilang elektronik sini;owned by kendara owned by the deadline with the anniversary of the confirmation of confirmation you can find out how to confirm the electronic ticket here;0
polda metro jaya laku tilang manual awas kendara bisa sita laku ini;polda metro jaya laku manual ticket awas kendara can be confiscated this;0
sosialisasi etle kota prabumulih polres prabumulih;etle socialization of prabumulih city prabumulih police;0
cara bantah tilang elektronik padahal laku langgar lalulintas;how to argue electronic tickets even though traffic jams;0
area sukoharjo dapat titik kamera etle statis;sukoharjo area can be a static etle camera point;1
polres muba siap terap etilang;muba police station ready to be intoor;1
mekanisme etle mobile sat lantas polresta bandung ayo patuh tertib lalu lintas;etle mobile mechanism sat lantas polresta bandung ayo obedient traffic order;1
sosialisasi etle elektronic trafic law enforvement ogan komering ilir mengantisiapasi kurang langgar lalu lintas ringan tangan beri baik;socialization of etle electronic traffic law enforvement ogan komering ilir anticipates lack of violation of light traffic, give a good hand;1
kira fotografer padahal foto langgar etilang satlantas polresta bandung terap tega hukum langgar lalu lintas elektronik etle electronic traffic law enforcement wilayah hukum polresta bandung mulai tanggal desember;kira kira photographer even though the photo of the langgar etilang satlantas bandung police straping is the heart to violate the electronic traffic electronic traffic law enforcement in the jurisdiction of the bandung police station starting on december;0
etle mobile kendara patroli uji coba keliling jakarta hariini;etle mobile kendara patrol test training around jakarta hariini;0
jobdesk baru aka ngurusin karyawan kena etilang gegara gak pake sabuk kam;jobdesk will just take care of employees getting etilang ggegara not using a belt kam;0
laksana penling guna jalan sebar brosur stiker himbauan tib lantas sosialisasi etle pelaksaaan mula ops zebra agung prioritas langgar;like penling to jalan jalan selang brochure appeal tib then the socialization of the ethle equivalent of the operation of the ops zebra agung priority langgar;0
balada etilang stop tilang tempat no pungli polri siap layan lindung ayom masyarakat cipta jawa timur tertib lalu lintas;balaradi etikeng stop ticket place no pungli polri ready to layan protrocious people of cipta east java cipta traffic;1
ganti tilang manual polda metro jaya siap etle mobile;change metro jaya regional police manual ticket ready to etle mobile;1
etilang jalan asa kek foto paparazzi;etilang jalan asa kek paparazzi photos;0
tindak manual terap langgar tak tilang kamera electronic traffic law enforcement etle;manual acts of therapy langgar non -ticketing electronic traffic law enforcement etle;0
laku etilang rupa terobos baru sangat tunggu tidak lagi pungli laku oknum polisi;etilangu rupa rupa bodos news are very waiting for no longer extortion of police officers;1
pasang tiang check point box panel perangkat kamera box panel kwh meter listrik ada infrastuktur etle polres oku selatan sedia pt mahkota erpan jaya;install the check point box pole panel panel camera box panel kwh electricity panel there is an etle south oku etle infrastructure, which is available at pt mahkota erpan jaya;1
atur lalu lintas personil sat lantas polres mus banyuasin rangka pasang perangkat etle;set the traffic of the personnel of the sat lantas regional police banyuasin;0
jumalh dakgar lantas lama x jam tercapture kamera etle;jumalh dakgar then long x hours ethle camera clock;-1
pengaruh mek laku etilang gak si dadi wong podo ngawur saiki;the influence of mek laku etilang gak si dadi wong podo ngawur saiki;0
jalan st kapolri satlantas polresta padang fokus tilang lalu etle;jalan st kapolri satlantas polresta padang focus ticket then etle;0
fungsi plat putih utk etilang;white plate function for ethilang;0
sosialisasi etle aplikasi smart city banyuasin dulur kito;etle socialization of smart city applications banyuasin dulur kito;1
tilang manual tiada tp ganti dg tilang elektronik akibat banyak polantas keluyur cari mangsa dg potret jebret sana sini;manual tickets are not but changed with electronic tickets due to many polantas keluki looking for prey with a snapper portrait here and there;1
begini cara kerja etle mobile simak jelas kombesfirman;this is how ethle mobile works, see clearly kombesfirman;1
selamat pagi sobat polri nih info kait etleelectronic traffic law enforcement selalu patuh atur lalu lintas sobat polri mari cipta jawa timur tertib lalu lintas;good morning friend, friend of the national police, info on ethleelectronic traffic law enforcement;1
tilang online laku tangsel simak cara cek bayar denda tilang etle;tangsel online ticket considers how to check how to pay etle ticket fines;0
kubu kubu ntsha marota re bone etle re bone oseng mokubung;stronghold of the ntsha marota re bone eth re bone mokubung camp;0
ada beberapa titik pasang etle;there are several pairs of etle;0
plat nomor cabut aja biar ga kena etle;just pull the number plate so that it doesn't get ethle;0
bang ibnu hatihati kena tilang etle;bang ibnu hatihati was hit by a ticket etle;0
polres mojokerto terap tilang elektronik;mojokerto police station blessed electronic ticket;0
perintah kapolri polda metro tarik seluruh surat tilang maksimal etle mobile;the metro police chief of national police chief attracts all the maximum ticketing letter etle mobile;0
korlantas polri maksimal guna kamera tilang elektronik kendara listrik aman jaga acara presidensi g bal sinergi jaga kondusifitas;korlantas polri maximum for electronic camera electronic camera safe electricity maintaining the pre -bal bal sinergi conduct maintain conducting;1
tuju banget pak hal tilang elektronik benar laksana biar jadi istilah pungli karna faktor tilang manual;really aimed at the electronic ticket, it is true that it becomes the term extortion because of the manual ticketing factor;1
etle ga gitu pak asli polisi norak masyarakat tambah antipati;etle isn't like that, the original police officer is added to the community, adding antipathy;1
males bikin sim males bayar pajak beli motor sebelahanbodong tilang ngamuk skrg etilang copot plat keren emang warga;lazy to make a sim lazy to pay taxes to buy motorbikes next to the ticket, the ticket is rampaging now, the eternal removal of the cool plate is the citizens;-1
apabila lewat batas waktu kendara blokir pajak tahun buka blokir laku langgar selesai denda tilang;if it passes the time limit for the tax block, the year is unblocking, unblocking;0
komunitas motor kota probolinggo dukung polri hapus surat tilangterapkan etle;probolinggo city motorcycle community supports the national police to delete ticket letter etle;0
pataka sosialisasi etle aipda kanit kamsel damping briptu sosialisasi etle;pataka socialization etle aipda kanit kamsel dampir brigadier socialization etle;0
terap tilang manual kabupaten malang ini tiada ganti tilang elektronik electronic traffict law enforcement etle;the malang regency manual ticket terpung none change electronic traffic electronic traffic electronic ticket ethle;0
terap tilang elektronik titik jalan ppu bakal pasang kamera etle;electronic ticket;0
ditlantas polda gorontalo gencar sosialisakan tilang elektornik masyarakat gorontalo lalu pamflet himbauan ingat terap kamera etle wilayah gorontalo operasi;ditlantas gorontalo regional police intensively socialize the electronnic ticket of gorontalo people then pamphlet appeal to remember the implementation of the gorontalo operational etle camera;0
nah gin biar gak pungli teruss adain tilang elektronik ajaa pak;well, gin, so as not to be extortion, there is an electronic ticket, sir;0
etle identifikasi milik kendara langgar jaring tilang elektronik operasi telabang;etle identification of kendara langgar electronic tickeeper net operation telabang;0
kapolri sampai intruksi soal tilang elektronik begini respons korlantas;national police chief to instructions about electronic tickets like this korlantas response;0
surat tilang etle antar kurir kantor pos ambon langgar rambu lalu lintas lewat;etle ticket between ambon post office courier langgar traffic rambu passing;0
bapa aku dikabarin jaga rumah aku yg satu lg klo dpt surat etilang trs bapa share grup tp bapa aku jg blm ambil surat nya trs semua takut siapa yg tilang haha trs barusan bapa baru smpe rumah sini udh ambil surat etilang nya trs nyata ade aku yg tilang;father i was told to take care of my house again if i got an ethilang letter, then the father share the group but i also took the letter, but everyone was afraid of who was the ticket haha, then just now, i just took the ethilang letter.;-1
